full_name,channel
Michelle Toh Yoonjung Seo Jake Kwon,cnn
Jessica Schneider Devan Cole,cnn
Miquel Ros,cnn
Kunyi Yang,cnn
Lindsey Knight,cnn
Suri Vedika Sud,cnn
Annette Choi Devan Cole,cnn
Annette Choi,cnn
Mary Ziegler Aziza Ahmed,cnn
Roopa Farooki,cnn
Natalie Leung,cnn
Steve Almasy Raja Razek,cnn
Lynda Lin Grigsby,cnn
Claudia Rebaza Hira Humayun,cnn
Claudia Dreifus,cnn
Raja Razek Zoe Sottile,cnn
Denise Howard,cnn
Eloise Chapman-Davis,cnn
Beth Sanner,cnn
Nick Valencia Keith Allen,cnn
Aaron Pellish Sonnet Swire,cnn
Colin Jeffery,cnn
Jacob Lev Hannah,cnn
Amir Tal Pauline Lockwood,cnn
Pauline Lockwood,cnn
Bryn Nelson,cnn
Jack Forrest Kaitlan Collins,cnn
Sophia Saifi Azaz Syed Rhea Mogul,cnn
Robert Williams,cnn
Andi Babineau John Miller,cnn
Jack Forrest Aaron,cnn
Brian Todd Hannah Sarisohn,cnn
Jeffrey Winter,cnn
Suri Aliza Kassim Khalidi,cnn
Mary Novakovich,cnn
Pamela Brown Gregory Krieg,cnn
Nick Valencia Pamela Kirkland,cnn
Anabel Dean,cnn
Steve Contorno Kit Maher,cnn
Michelle Watson Braden Walker,cnn
Braden Walker,cnn
Julia M Chan,cnn
Fidel Gutierrez Alli Rosenbloom,cnn
Waldrop Aya Elamroussi,cnn
Amy Cassidy Lauren Said-Moorhouse,cnn
Isa Kaufman-Geballe Robert Shackelford,cnn
Annette Choi Curt Merrill,cnn
Eleanor Pickston,cnn
Scott Simone,cnn
Daniel Holz,cnn
Jerry Brown,cnn
Sharon Squassoni,cnn
Jeremy Herb Evan Perez,cnn
Priscilla Koranteng,cnn
Jeremy Herb Jamie Gangel,cnn
Laura Ly Lauren Del Valle,cnn
Adrienne L Childs,cnn
Jamie Gangel Edward-Isaac Dovere,cnn
Paula Hancocks Jake Kwon Junko Ogura,cnn
Vandoorne Joseph Ataman,cnn
Sophie Tanno Sugam,cnn
Kirsten Appleton,cnn
Jason Colavito,cnn
Jill Martin Sammy Mngqosini,cnn
Amy Cassidy Cnn,cnn
Christina Zdanowicz Jaide Timm-Garcia,cnn
Leyla Santiago Jack Forrest,cnn
Michelle Toh Hanna Ziady,cnn
Joseph Ataman Cnn,cnn
Jeff Zeleny Gaborr,cnn
Lianne Kolirin Arnaud Siad,cnn
Kevin G Volpp,cnn
Ben Morse Al Goodman,cnn
Jack Guy Niamh Kennedy,cnn
David Gergen,cnn
Monica Nathaniel Meyersohn,cnn
Rachel Ramirez Rene Rigdon,cnn
Lauren Del Valle Ray Sanchez,cnn
Theresa Waldrop Dakin Andone,cnn
Fernando Ramos,cnn
Michelle Toh Philip Wang,cnn
Gaborr Kate Sullivan,cnn
Jeremy Herb Jack Hannah Jack Forrest,cnn
Barbie Nadeau,cnn
Sarah Reid,cnn
Stephanie Giambruno,cnn
Kallingal Zenebou Sylla,cnn
Goillandeau Taylor,cnn
Jessica J Gonzlez,cnn
Don Riddell Alasdair,cnn
Andi Babineau Jay Croft,cnn
Christal Hayes,cnn
Heather Chen Junko Ogura,cnn
Asim Khan,cnn
Jacob Lev Issy Ronald,cnn
Homero De La Furente Hannah,cnn
Paul Leblanc Kit Maher,cnn
Celina Tebor Isa Kaufman-Geballe Zoe Sottile,cnn
Jacob Lev Homero,cnn
Chuck Johnston Alli Rosenbloom,cnn
Tara Subramaniam Jake Kwon,cnn
Sophia Saifi Saleem Mehsud Hira Humayun,cnn
Toyin Owoseje Amanda Watts,cnn
Marnie Hunter Gregory Wallace,cnn
Stefano Pozzebon Hira Humayun,cnn
Heather Chen Hilary Whiteman,cnn
Muhammad Darwish,cnn
Konstantin Hak,cnn
Kyung Lah Taylor Romine,cnn
Donald Judd Jack Forrest,cnn
Taylor Ward Dakin Andone,cnn
Rebecca Trenner,cnn
Lev Golinkin,cnn
Jasmine Wright Sonnet Swire,cnn
Maya Wiley,cnn
Tara John Rob Picheta,cnn
Paula Reid Devan Cole Jamie Gangel Evan Perez,cnn
Tierney Sneed Kara Scannell,cnn
Jessie Yeung Salai Tz Ivan Watson,cnn
Alvarado Joe Sutton,cnn
Alayna Treene,cnn
Mark Whitaker,cnn
Andi Babineau Andy Rose Aya Elamroussi,cnn
Jack Guy Barbie,cnn
Nic Robertson Kareem Khadder Richard Harlow,cnn
Richard Harlow,cnn
Emily Bushey,cnn
Vladimir Duthiers,cnn
Jim Stenman,cnn
Holden Frith,cnn
Ben Brumfield,cnn
Meg Wagner Mashable,cnn
Amy Croffey,cnn
Kallingal Joe Sutton,cnn
Yenni Kwok,cnn
Patrick Noack,cnn
Julia Chan,cnn
Karol Suarez Hira Humayun,cnn
Chloe Melas Alli Rosenbloom,cnn
Michelle Toh Wayne Chang,cnn
Tim Lister Frederik Pleitgen,cnn
Konstantyn Hak,cnn
Jhasua Razo,cnn
Krystina Shveda,cnn
Nadeen Ebrahim Mostafa,cnn
Vivian Kuo,cnn
Dan Kamal,cnn
Afshar Melissa Alonso,cnn
Leslie Kay Jones,cnn
Kallingal Rob Frehse,cnn
Nic Robertson Kareem Khadder Luis-Graham Yooll,cnn
Graham Yooll,cnn
Michelle Toh Emiko Jozuka,cnn
Zahra Ullah Jennifer Hansler,cnn
Ralph Ellis Aya Elamroussi,cnn
David Rind,cnn
Darren Foster,cnn
Heather Chen Philip Wang,cnn
Howard Slutsken,cnn
John Rhea Mogul,cnn
Pete Muntean Oren Liebermann,cnn
Heather Chen Wayne Chang,cnn
Erin Hahn,cnn
Schams Elwazer,cnn
Gregory Krieg Kit Maher,cnn
Afshar Michelle Watson,cnn
Chris Wallace,cnn
Celina Tebor Alaa Elassar,cnn
Jack Forrest Kara Scannell,cnn
Katie Bo Lillis Evan Perez,cnn
Serena Coady,cnn
Ivana Kottasova,cnn
Dalya Al Masri,cnn
Sen Nguyen,cnn
Michelle Toh Anna Cooban,cnn
Yusuf Gezer,cnn
Bruce Schneier,cnn
Alkhaldi Gul Tuysuz Jack Guy,cnn
Dalya Al Masri Celine Alkhaldi,cnn
Charli Leevongcharoen,cnn
Clay Cane,cnn
Anshel Pfeffer,cnn
Brian Levin,cnn
Jack Forrest Will Mullery,cnn
Zeena Saifi Becky Anderson,cnn
Becky Anderson,cnn
Priscilla Alvarez Ariane De Vogue,cnn
Raja Razek Hilary Whiteman,cnn
Aileen Graef Aya Elamroussi,cnn
Andi Babineau Paradise Afshar,cnn
Doug Drury,cnn
Hannah Ryan,cnn
Walsh Gul Tuysuz,cnn
Nadeen Ebrahim Dalya Al Masri,cnn
Kesaieva Lauren,cnn
Uriel Blanco,cnn
Lawrence Downes,cnn
Saifi Reyhan Baysan,cnn
Jacob Lev Wayne Sterling,cnn
Nick Glass Cnn,cnn
Natasha Maguder,cnn
Gan Wayne Chang,cnn
Jack Guy Nic Robertson,cnn
Teele Rebane Celine Alkhaldi,cnn
Zayn Nabbi Sammy Mngqosini Darren Lewis,cnn
Garry Shaw,cnn
Sangal Gregory Wallace,cnn
Andrea Aliseda,cnn
Sammy Mngqosini Zayn,cnn
Juliana Silva,cnn
Bill Mcgowan,cnn
Michelle Watson Mallika,cnn
Brian Ries,cnn
Shimon Prokupecz Theresa Waldrop,cnn
Brian Todd Aya Elamroussi,cnn
Maegan Vazquez Veronica Stracqualursi,cnn
Travis Nichols,cnn
Linh Tran,cnn
Andrea Cambron,cnn
Jeremy Herb Chandelis Duster,cnn
Oliver Darcy Betsy Klein,cnn
Caroll Alvarado Sharif Paget,cnn
Tori Powell,cnn
Andrew R Morral,cnn
Rosanna Smart,cnn
Tara John Rodrigo Pedroso,cnn
Rosalyn R Nichols Ayanna Watkins,cnn
Ayanna Watkins,cnn
Mallika Kallingal Rebekah Riess Kaylene Chassie,cnn
Jonny Hallam Niamh Kennedy,cnn
Elizabeth Stuart Jamie Gangel,cnn
Kyla Russell,cnn
Nicole Norman,cnn
Sara Algoe,cnn
Abeer Salman Amir Tal,cnn
Talia Kayali,cnn
Seth Fiegerman Mashable,cnn
Damon Lavrinc Wired,cnn
Damon Lavrinc,cnn
Erica Licht,cnn
Khalil Gibran Muhammad,cnn
Flora Zhang,cnn
Anne Pinto-Rodrigues,cnn
Terence Burlij Simone Pathe,cnn
Kareem Khadder Lorenz Huber Lianne Kolirin,cnn
Lorenz Huber,cnn
Alli Rosebloom,cnn
Peter Svarzbein,cnn
Celina Tebor Sabrina Souza,cnn
Phil Mattingly Jack Forrest,cnn
Salahieh Sara Smart,cnn
Antonia Ypsilanti Caron Carter,cnn
Andrea Wigfield,cnn
Antonia Ypsilanti,cnn
Caron Carter,cnn
Jan Gurung,cnn
Raed Al Saleh,cnn
Gareth Harris,cnn
Holmes Tierney Sneed,cnn
Lauren Levy,cnn
Inke Kappeler Toyin Owoseje,cnn
Amanda Jackson Dakin Andone,cnn
Busari Ghazi,cnn
George Ramsay Sammy Mngqosini,cnn
Christina Zdanowicz David Williams,cnn
Jean Casarez Lauren Del Valle,cnn
Issac J Bailey,cnn
Simon Graf,cnn
Simon Cambers,cnn
Josh Levs,cnn
Anne Harding,cnn
Anne Clifford Gregory Krieg,cnn
David Ariosto,cnn
Beth Weinhouse,cnn
Scott Zamost Drew Griffin Azadeh Ansari,cnn
Scott Zamost,cnn
Azadeh Ansari,cnn
Jim Spellman,cnn
Charles Raison,cnn
Euny Hong,cnn
Pratika Katiyar,cnn
Laura Ly Aya Elamroussi,cnn
Gan Brad Lendon,cnn
Liakos Sophie Tanno,cnn
James Frater Alex Hardie,cnn
Debra Goldschmidt,cnn
Dana Ford,cnn
Ashley Hayes,cnn
Jenny Gold Khn,cnn
Jenny Gold,cnn
Christina Lee,cnn
Melissa Dahl,cnn
Melanie Zanona Manu Raju Edward-Isaac Dovere,cnn
Rosemary Sullivan,cnn
Sandra Gonzales Alli Rosenbloom,cnn
Sandra Gonzales,cnn
Nadia Romero Jaide Garcia,cnn
Nadia Romero,cnn
Jaide Garcia,cnn
Afshar Reuters,cnn
Ana Cabrera,cnn
Frederik Pleitgen Zahra Ullah Claudia Otto Rob Picheta,cnn
Cristian Gherasim,cnn
Sara Murray Devan Cole,cnn
Tara John Claudia Rebaza,cnn
Blake Farmer,cnn
Brett Kelman,cnn
Jens Ludwig Chico Tillmon,cnn
Jens Ludwig,cnn
Chico Tillmon,cnn
Atay Alam Isil Sariyuce Sana Noor Haq,cnn
Heather Ann Thompson,cnn
Chris Stern Inke Kappeler,cnn
Travis Caldwell Ray Sanchez,cnn
Manu Raju Edward-Isaac Dovere,cnn
Deborah Farmer,cnn
Omar Jimenez Linh Tran,cnn
Samantha Beech Nicki Brown,cnn
Claudia Dominguez Hafsa Khalil,cnn
Karimi Jocelyn Contreras,cnn
Jocelyn Contreras,cnn
Sara Sidner Jo Shelley Bilge,cnn
Bilge Han Deniz,cnn
Frederic J Frommer,cnn
Aaron Pellish Shawna Mizelle Betsy Klein,cnn
Megan Thomas Alaa Elassar,cnn
Homero De La Fuente Ben Morse,cnn
Andy Rose Sharif Paget,cnn
Afshar Holly Yan,cnn
Jeff Zeleny Fredreka Schouten,cnn
Paul Leblanc Mohammed Tawfeeq,cnn
Ipek Yezdani,cnn
Ogura Emma Tucker,cnn
Samantha Beech Zenebou Sylla,cnn
John J Sullivan,cnn
Mia Alberti Amir Tal,cnn
Camila Bernal Kelly Mccleary,cnn
Cheri Mossburg Dakin Andone,cnn
Celine Alkhaldi Kareem Khadder,cnn
Gayle Fleming,cnn
Duarte Mendonca Hira Humayun Rhea Mogul,cnn
Salahieh Celina Tebor,cnn
Anna Odzeniak,cnn
Lauren Kent Radina,cnn
Lauren Fox Nicky Robertson,cnn
Brian Fung Tierney Sneed,cnn
Katie Carver,cnn
Dan Perry,cnn
Will Wintercross,cnn
Yoonjung Seo Gawon Bae Jessie Yeung,cnn
Oleksandra Matviichuk,cnn
Jacqueline Howard Sandee Lamotte,cnn
Alice Wong,cnn
Wong Karla Cripps,cnn
Eric Chueng,cnn
Tara Subramaniam Cnn,cnn
Brian Fung Hanna Ziady,cnn
Suzanne Nossel,cnn
Marc Ginsberg,cnn
Kosta Hak,cnn
Christian Edwards Gabgretener,cnn
Afshar Jason Hanna,cnn
Daniel Dale Zachary Cohen,cnn
Mallika Kallingal Rebekah Riess,cnn
Dan Campisi,cnn
Mallika Kallingal Veronica Miracle,cnn
Kirsten Powers,cnn
Jethro Mullen,cnn
Ericka L Copeland,cnn
Emma Tucker Raja Razek,cnn
Busari Amarachi Orie,cnn
Daniel Chang,cnn
Kallingal Raja Razek,cnn
Lucy Kafanov,cnn
Starre Vartan,cnn
Rafael Alvarez,cnn
Steck Andrew Kaczynski Olivia Alafriz,cnn
Julia Hollingsworth,cnn
Angus Watson Jake Kwon,cnn
Amir Tal Abeer Salman Hadas Gold,cnn
Holly Yan Madeline Holcombe,cnn
Stephanie Busari Nimi Princewill,cnn
Polo Sandoval Nicole Grether,cnn
Jeremy Herb Natasha Bertrand,cnn
Candace Rondeaux,cnn
Ella Nilsen Rene Rigdon,cnn
Homero De La Fuente Tara Subramaniam,cnn
Elizabeth Stuart Arlette Saenz,cnn
Oliver Darcy Jon Passantino,cnn
Tara John Karol Suarez Hira Humayun,cnn
Salahieh Joe Sutton,cnn
Sara Smart Theresa Waldrop,cnn
Sabrina Clay,cnn
Janet Bednarek,cnn
Atay Alam Isil Sariyuce,cnn
Jill Waldbieser,cnn
Lauren Fox Manu Raju,cnn
Todd Borek,cnn
Karimi Paul Vercammen,cnn
Keiron Monks,cnn
Jennifer Hauser Sana Noor Haq,cnn
Jessie Yeung Mayumi Maruyama,cnn
Feleke Larry Madowo Jessie Yeung,cnn
Robert Shackelford Aya Elamroussi,cnn
Maegan Vazquez Gregory Wallace,cnn
Xueying Chang,cnn
Han Vu,cnn
Alex Leeds Matthews,cnn
Madison Richardson,cnn
Junko Ogura Lianne Kolirin,cnn
Chris Boyette Paul P Murphy,cnn
Tom Vilsack,cnn
Paula Hancocks Yoonjung Seo Gawon Bae,cnn
Shawna Mizelle Dave Alsup,cnn
Jacqueline Howard Kyla Russell,cnn
Gregory Krieg Kara Scannell,cnn
Marion Messmer,cnn
Lindsay Isaac Eleni Giokos,cnn
Eleni Giokos,cnn
Justin Sayfie,cnn
Thomas Sadoski,cnn
Wayne Sterling Alasdair,cnn
Monica Garrett Alaa Elassar,cnn
Sophia Saifi Asim Khan George Ramsay,cnn
Vasco Cotovio Olha,cnn
Michelle Watson Andrea Cambron,cnn
Joseph Ataman Sammy Mngqosini,cnn
Isaac Jennifer Hansler,cnn
Christina Maxouris Ray Sanchez,cnn
Dana Zepeda,cnn
Sammy Mngqosini Federico,cnn
Federico Jofr,cnn
Morgan Pryor,cnn
Alaa Elassar Adrienne Vogt,cnn
Ana Connery,cnn
Andrew Kaczynski Em Steck Steve Contorno,cnn
Rob Shackelford Alaa Elassar,cnn
Holmes Alicia Wallace,cnn
Jeremy Harlan Gregory Krieg,cnn
Moeri Karasawa,cnn
Gili Remen,cnn
Danny Freeman,cnn
ngela Reyes Haczek Cnne,cnn
Reyes Haczek,cnn
Hafsa Khalil Max Foster,cnn
Xiaofei Xu Hafsa Khalil,cnn
Holmes Nicky Robertson,cnn
Holmes Kate Sullivan,cnn
Samantha Beech Rebekah Riess,cnn
Xiaofei Xu Kareem El,cnn
Claudia Dominguez Christina Maxouris,cnn
Chloe Liu,cnn
Scottie Andrew Leah Asmelash,cnn
Carma Hassan Sandee Lamotte,cnn
Kia Fatahi,cnn
Tina Burnside Sahar,cnn
Laura Ly Artemis Moshtaghian,cnn
Tamara Qiblawi Nima Elbagir,cnn
Nima Elbagir Gianluca,cnn
Keri Gans,cnn
Andrew Cunningham Arstechnica,cnn
Andrew Cunningham,cnn
Todd Wasserman Mashable,cnn
Todd Wasserman,cnn
Doug Aamoth Time,cnn
Doug Aamoth,cnn
William Hudson Jacque Wilson,cnn
Caleb Hellerman,cnn
Matthew Casey Special To,cnn
Matthew Casey,cnn
Henry Hanks,cnn
Jen Christensen Jacque Wilson,cnn
Ryan Chalmers,cnn
Norman Eisen Colgalliher,cnn
Michelle Watson Nouran Salahieh,cnn
Phil Galewitz,cnn
Rebecca Cokley,cnn
Krystal Hur,cnn
Victoria Butenko Sana Noor Haq,cnn
Deborah Brunswick,cnn
Chris Lau,cnn
Marc Stewart,cnn
Heather Fulbright,cnn
Kyle Almond,cnn
Jake Novak,cnn
Oliver Briscoe,cnn
Mary Peltola,cnn
Lisa Murkowski,cnn
Dan Sullivan,cnn
Chris Boyette Jack Forrest,cnn
James Imam,cnn
David Shortell,cnn
Lauren Del Valle Travis Caldwell Ray Sanchez,cnn
Nicole Chavez Jalen Brown,cnn
Andrea Smith Cnn,cnn
Craig Michel,cnn
Katie Lobosco Tami Luhby,cnn
Glenn Youngkin,cnn
Marie Cocco,cnn
Mindy Weisberger,cnn
Mary E Lovely Katheryn Russ,cnn
Mary E Lovely,cnn
Katheryn Russ,cnn
Afshar Theresa Waldrop,cnn
Kristen Holmes Jack Forrest,cnn
Gregory Krieg Veronica Stracqualursi,cnn
Nicki Brown Jack Forrest,cnn
Tony Schiemer,cnn
Lechelle Benken,cnn
Gawon Bae Lilit,cnn
Katya Krebs,cnn
Quannah Chasinghorse,cnn
Mostafa Salem,cnn
Michelle Krupa Gabe Cohen,cnn
Chris Boyette Rebekah Riess,cnn
Patrick Sung Al Goodman,cnn
Cheri Mossburg Sara Smart,cnn
Laura He Riley Zhang,cnn
Riley Zhang,cnn
Andy Rose Raja Razek,cnn
Eddie Sun,cnn
Issy Ronald Carolyn Manno,cnn
Carolyn Manno,cnn
Juliana Liu Gawon Bae,cnn
Riley Zhang Jake Kwon,cnn
Heather Chen Jennifer Hauser,cnn
Benji Stawski,cnn
Thomas Schlachter,cnn
Raja Razek Theresa Waldrop,cnn
Darrell Duffie,cnn
Ella Nilsen Arlette Saenz,cnn
Rosa Flores Joe Sutton,cnn
Issac Bailey,cnn
Wes Davis,cnn
Ogura Emiko Jozuka,cnn
Chris Boyette Eric Levenson,cnn
Patrick Gaspard Rashad Robinson Nicholas Turner,cnn
Patrick Gaspard,cnn
Rashad Robinson,cnn
Nicholas Turner,cnn
Tatiana Arias,cnn
Polo Sandoval Sarah Boxer,cnn
Banu Ibrahim,cnn
Vandoorne Maria Avdeeva,cnn
Maria Avdeeva,cnn
Michelle Lou Saeed Ahmed Katia Hetter,cnn
Michelle Lou,cnn
Saeed Ahmed,cnn
Henry Seaton,cnn
Jean Casarez Rob Frehse,cnn
Jeremy Grisham,cnn
Mendonca Nimi Princewill,cnn
Ramishah Maruf Tiffany Baker,cnn
Tiffany Baker,cnn
Christian De Looper,cnn
Rinu Oduala,cnn
Jamie Gold,cnn
Heather Chen Angus Watson,cnn
Pete Muntean Theresa Waldrop,cnn
Lianne Kolirin Zoe Sottile,cnn
Matthew Gabriele,cnn
Charles Pensulo,cnn
Lauren Fox Ali Zaslav Ted Barrett,cnn
Andy Rose Theresa Waldrop,cnn
Kristen Holmes Jason Morris,cnn
Sahar Akbarzai Karol Suarez,cnn
Emily Pennington,cnn
Nicolas Vron,cnn
Pete Muntean Alaa Elassar,cnn
Holmes Casey Gannon,cnn
Gan Anna Chernova,cnn
Norma Galeana,cnn
Andy Miller,cnn
Waldrop Nicquel Terry Ellis,cnn
Jeong Jiwon,cnn
Nada Bashir Il Saryce Mary Rogers,cnn
Nada Bashir,cnn
Mary Rogers,cnn
Camila Bernal Stephanie Becker,cnn
Lisa Drayer,cnn
Devan Cole Katelyn Polantz,cnn
Sbastien Roblin,cnn
Kristin Wilson Morgan Rimmer,cnn
Jacob Lev Aya Elamroussi,cnn
Ogura Natsumi,cnn
Natsumi Sugiura,cnn
Afshar Kaanita,cnn
Lisa Cohen,cnn
Jackie Wattles Kristen Rogers,cnn
Barbara Lee Bridget Moix,cnn
Barbara Lee,cnn
Bridget Moix,cnn
Theresa Runstedtler,cnn
Nadeau Lianne Kolirin,cnn
Sara Smart Rebekah Riess,cnn
Maija Ehlinger Marlon Sorto Abel Alvarado,cnn
Thom Poole,cnn
Vanessa Leroy,cnn
Isa Kaufman-Geballe Nouran,cnn
Natsumi Suiguira,cnn
Scott Faber,cnn
Christina Maxouris Dakin Andone,cnn
Caoln Magee,cnn
Urmee Khan,cnn
Garofalo Sarah Dean,cnn
Elise Garofalo,cnn
Rob Picheta Simone Mccarthy,cnn
Rob Kuznia Yahya Abou-Ghazala,cnn
Amir Tal Abeer Salman,cnn
Negar Mahmoodi,cnn
Witold Henisz,cnn
Raja Razek Shawna Mizelle,cnn
Amy Simonson Zoe Sottile,cnn
Steve Almasy Thomas Schlachter,cnn
Catherine Nicholls,cnn
Elizabeth Plaz Jorge Engels Jack Guy,cnn
Bertha Ramos,cnn
Elizabeth Plaz,cnn
Kristen Holmes Tierney Sneed,cnn
Devon M Sayers Zoe Sottile,cnn
Macie Goldfarb,cnn
Andi Babineau Christina Maxouris,cnn
Dmitracova Hanna,cnn
Mike Chinoy,cnn
Jill Martin Becky Anderson,cnn
Carlie Porterfield,cnn
Kristen Holmes Katelyn Polantz,cnn
Sanjai Bhagat,cnn
Larry Madowo Nimi Princewill Catherine Nicholls,cnn
Tina Burnside Raja Razek,cnn
Kyung Lah Jason Kravarik,cnn
Liz Theoharis,cnn
Andy Rose Jack Forrest,cnn
Chris Lau Kocha Olarn,cnn
Brynn Gingras Yon,cnn
Oliver Briscoe Joshua Berlinger,cnn
Serena Maria Daniels,cnn
Justin Hansford Shaq Al-Hijaz,cnn
Justin Hansford,cnn
Shaq Al-Hijaz,cnn
Alex Stamos,cnn
Oliver Darcy Marshall Cohen,cnn
Lauren Del Valle Zoe Sottile,cnn
Sammy Mncwabe,cnn
Catherine Poisson,cnn
Andi Babineau Kristen Rogers,cnn
Mallika Kallingal Danny Freeman,cnn
Andrew Raine Gawon Bae,cnn
Sara Murray Kaitlan Collins,cnn
Thomas Schlachter Homero,cnn
Shawna Mizelle Kristin Wilson,cnn
Elise Hammond Alli Rosenbloom,cnn
Xiaofei Xu Pierre Bairin,cnn
Pam Baker,cnn
Holmes Katelyn Polantz,cnn
Alex Bracetti,cnn
Devon M Sayers Maxime Tamsett Zoe Sottile,cnn
Rashard Rose Andrea Cambron,cnn
Raja Razek Andi Babineau Christina Maxouris,cnn
Kaanita Iyer,cnn
Ghazi Balkiz Maria Avdeeva,cnn
Samantha Beech Zoe Sottile Dakin Andone,cnn
Sophie Tanno Nadine Schmidt,cnn
Deborah Carr,cnn
Jacob Lev Zoe Sottile,cnn
Patrick Snell,cnn
Rachel Burnstein,cnn
Afshar Melissa,cnn
Regan Lauren Izso Elliott Gotkine,cnn
Lauren Izso,cnn
Andrew Millman Kaanita,cnn
Lauren Koenig Ramishah Maruf,cnn
Samantha Beech Zenebou Sylla Celina Tebor Danny Freeman,cnn
Liz Enochs,cnn
Elizabeth Wolfe Celina Tebor,cnn
Regan Richard Allen Greene,cnn
Michelle Toh Mengchen Zhang,cnn
Dean J Miller,cnn
Sally Ferguson,cnn
Claudia Otto Inke Kappeler,cnn
Amir Tal Rob Picheta,cnn
Jennifer Henderson Theresa Waldrop,cnn
Tara Subramaniam Manveena,cnn
Lauren Del Valle Jack Forrest,cnn
Marco Chacon,cnn
Omar Astorga Karol Suarez,cnn
Gerardo Lemos,cnn
Oliver Briscoe Sana Noor Haq,cnn
Jeremy Herb Lauren Del Valle,cnn
Devan Cole Tierney Sneed,cnn
Michael Bennet,cnn
James Densley,cnn
Jillian Peterson,cnn
Sophia Brown,cnn
Paula Hancocks Yoonjung Seo,cnn
Thomas Schlachter Wayne Sterling,cnn
Jeremy Herb Nicky Robertson,cnn
Jen Christensen Deidre Mcphillips,cnn
Jeremy Herb Ariel Edwards-Levy,cnn
Andrew Kunesh,cnn
Shimon Prokupecz Rachel Clarke,cnn
Phil Gast,cnn
Michael Rios Jack Guy,cnn
Michael Rios,cnn
Helen Regan Masrur Jamaluddin,cnn
Anna Brand,cnn
Rob Frehse Travis Caldwell,cnn
Vandoorne Melissa Bell,cnn
Lilit Marcus Masrur Jamaluddin,cnn
Christiane Amanpour Matias Grez,cnn
Hannah Brewitt Andy Scholes,cnn
Mia Alberti Issy Ronald,cnn
Sana Noor Haq Allegra Goodwin,cnn
Tami Luhby Tierney Sneed,cnn
Christina Wyman,cnn
Jeremy Herb Devan Cole,cnn
Naomi Cahn,cnn
Breanna Wilson,cnn
Nimi Princewill Niamh Kennedy,cnn
Michelle Toh Junko Ogura,cnn
Rebecca Cairns Cnn,cnn
Mun Ng Salman Saeed,cnn
Kev Broad,cnn
Mun Ng,cnn
Salman Saeed,cnn
Christina Maxouris Gene,cnn
Kallingal Aya Elamroussi,cnn
Isaac Anna Chernova,cnn
Brian Rokus Kaanita,cnn
Janet M Gibson Grinnell College,cnn
Janet M Gibson,cnn
Vanessa Nakate,cnn
Sophia Kianni,cnn
Greta Thunberg,cnn
Kathryn Reklis,cnn
Jane Holgate,cnn
Andrea Askowitz,cnn
Juan Ruiz,cnn
Ani Bundel,cnn
Sam Fossum Kaanita,cnn
Noah Berlatsky,cnn
Bryan Mena,cnn
Chris Boyette Brian Fung,cnn
Zenebou Sylla Zoe Sottile,cnn
Zahid Mahmood Fariba Sahraei,cnn
Fariba Sahraei,cnn
Maija Ehlinger Joseph Ataman,cnn
Kostyantin Gak,cnn
Thalia Barrios Garca,cnn
Ann Parangot,cnn
Bart D Ehrman,cnn
Frank Steemers,cnn
Florence Davey-Attlee,cnn
James Wigderson,cnn
Regina Escalante Merci,cnn
Regina Escalante,cnn
Tiffany Ap,cnn
Vandoorne Xiaofei,cnn
Jo Shelley Donie O'Sullivan,cnn
Abeer Salman Jo Shelley,cnn
Goodwin Sana Noor Haq,cnn
Celina Tebor Miguel Marquez,cnn
Sam Carr,cnn
Elliot Williams,cnn
Daisy Mcmanaman,cnn
Andi Babineau Jeremy Harlan,cnn
Brian Fung Donie O'Sullivan,cnn
Alex Stambaugh Kocha,cnn
Steck Olivia Alafriz Andrew Kaczynski,cnn
Celine Alkhaldi Ehsan Popalzai,cnn
Michele Goodwin,cnn
Phoebe Gavin,cnn
Devan Cole Kara Scannell,cnn
Christopher Howard,cnn
Torey Akers,cnn
Salma Abdelaziz Abeer Salman,cnn
Justin J Pearson,cnn
Tarasova Xiaofei Xu,cnn
Lauren Del Valle Devan,cnn
Karina Maciel,cnn
Gawon Bae Emiko,cnn
Josh Pennington Mitchell Mccluskey,cnn
Afshar Andi Babineau,cnn
Xiaofei Xu Oliver Briscoe Saskya,cnn
Samantha Tapfumaneyi,cnn
Brett Bruen,cnn
Max Burns,cnn
Santiago Denise Royal,cnn
Vandoorne Sophie Tanno,cnn
Jalen Brown Scarlette Whyte,cnn
Scarlette Whyte,cnn
Barbie Nadeau Toyin Owoseje Cnn,cnn
Laura Paddison Nadine Schmidt Inke Kappeler,cnn
Marcos Moreno Marlon Sorto,cnn
Marcos Moreno,cnn
Brice Lain Carlos Villaln,cnn
Brice Lain,cnn
Carlos Villaln,cnn
Jeremy Herb Sean Lyngaas,cnn
Afshar Sara Smart,cnn
Emi Jozuka Junko,cnn
Jay Croft Rebekah Riess,cnn
Claire Colbert Raja Razek,cnn
Paulina Gomez,cnn
Sana Noor Haq Caoln Magee,cnn
Evan Greer,cnn
Issy Ronald Wayne Sterling,cnn
Daniel Wine,cnn
Andrew Torgan,cnn
Afshar Rebekah Riess Zoe Sottile,cnn
Susan Hillier,cnn
Ashleigh E Smith,cnn
Carol Maher,cnn
Chris Boyette Caroll Alvarado,cnn
Robert Cordero,cnn
Daniel Yaw Miller,cnn
Primrose Freestone,cnn
Lauren Kent Roman Tymotsko Oscar Featherstone,cnn
